instance_id,run_id,solved,stopped_reason,duration_s,total_tokens_in,total_tokens_out,planner_tokens_in,planner_tokens_out,coder_tokens_in,coder_tokens_out,reviewer_tokens_in,reviewer_tokens_out,value_tokens_in,value_tokens_out,coder_model,planner_model,reviewer_model,tree_nodes,best_node_depth,best_node_value,mcts_iterations,avg_branching_factor,max_branches,cost_usd,variant,case_set,solve_int,total_tokens
c3_eta_label_001,B_c3_rafe_linear,True,auto_finalized,54.68,5942,512,585,404,5357,108,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,4,3,43.808304,18,1.0,1,0.00078895,B,c3,1,6454
c3_initials_join_001,B_c3_rafe_linear,True,submitted,174.8,34786,2172,593,510,32187,550,2006,1112,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,14,13,31.632273237782005,18,1.0,1,0.00409201,B,c3,1,36958
c3_slug_tail_001,B_c3_rafe_linear,True,auto_finalized,54.13,5988,604,591,508,5397,96,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,4,3,43.808304,18,1.0,1,0.00085209,B,c3,1,6592
c3_title_case_001,B_c3_rafe_linear,True,auto_finalized,66.04,15553,721,593,353,14960,368,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,8,7,33.93527948080745,18,1.0,1,0.00160059,B,c3,1,16274
escalation_caption_001,B_c3_rafe_linear,False,reviewer_rejected,214.99,45692,2886,621,587,43149,1811,1922,488,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,19,18,0.0,18,1.0,1,0.00498545,B,c3,0,48578
invoice_alerts_medium_c3_001,B_c3_rafe_linear,True,auto_finalized,52.72,8771,515,671,356,8100,159,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,5,4,42.49405487999999,18,1.0,1,0.00100677,B,c3,1,9286
ledger_preview_001,B_c3_rafe_linear,True,auto_finalized,57.07,8099,630,622,443,7477,187,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,5,4,53.1175686,18,1.0,1,0.0010096200000000001,B,c3,1,8729
oncall_brief_medium_c3_001,B_c3_rafe_linear,True,auto_finalized,58.63,9000,789,672,596,8328,193,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,5,4,42.49405487999999,18,1.0,1,0.00117868,B,c3,1,9789
quota_snapshot_medium_c3_001,B_c3_rafe_linear,True,auto_finalized,58.82,8839,634,672,471,8167,163,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,5,4,42.49405487999999,18,1.0,1,0.0010823999999999999,B,c3,1,9473
release_notes_medium_c3_001,B_c3_rafe_linear,True,auto_finalized,61.62,8944,656,666,473,8278,183,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,5,4,42.49405487999999,18,1.0,1,0.0010971800000000001,B,c3,1,9600
roster_signature_001,B_c3_rafe_linear,False,reviewer_rejected,150.27,53560,2113,627,591,50998,938,1935,584,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,19,18,0.0,18,1.0,1,0.005431780000000001,B,c3,0,55673
segment_badge_001,B_c3_rafe_linear,True,auto_finalized,68.2,10116,821,619,637,9497,184,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,6,5,51.52404154199999,18,1.0,1,0.00128633,B,c3,1,10937
ticket_digest_medium_c3_001,B_c3_rafe_linear,True,auto_finalized,60.63,9015,612,674,445,8341,167,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,5,4,42.49405487999999,18,1.0,1,0.00108214,B,c3,1,9627
transfer_digest_001,B_c3_rafe_linear,False,reviewer_rejected,244.96,58260,3648,621,793,55389,1404,2250,1451,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,19,18,0.0,18,1.0,1,0.006601289999999999,B,c3,0,61908
uptime_rollup_medium_c3_001,B_c3_rafe_linear,True,auto_finalized,106.77,9066,1168,677,1003,8389,165,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,5,4,42.49405487999999,18,1.0,1,0.00142067,B,c3,1,10234
board_rollup_001,C_c1_mixed_mcts,True,auto_finalized,63.64,9289,615,723,445,8566,170,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,4,3,43.808304,18,1.0,1,0.00110833,C,c1,1,9904
budget_snapshot_001,C_c1_mixed_mcts,True,auto_finalized,172.87,18679,2499,1638,1490,15750,447,1291,562,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,5,4,51.34698297999999,18,1.0,1,0.0030557100000000005,C,c1,1,21178
contact_card_001,C_c1_mixed_mcts,False,reviewer_rejected,267.66,134853,4441,1365,1563,131556,2307,1932,571,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,21,15,0.0,18,1.1111111111111112,2,0.01294539,C,c1,0,139294
digest_preview_001,C_c1_mixed_mcts,True,auto_finalized,230.66,120593,5056,1710,1613,118883,3443,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,13,11,34.33446734822785,18,1.0909090909090908,2,0.01169898,C,c1,1,125649
incident_brief_001,C_c1_mixed_mcts,True,auto_finalized,85.88,21396,1206,791,576,20605,630,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,5,4,42.49405487999999,18,1.0,1,0.00228905,C,c1,1,22602
invoice_footer_001,C_c1_mixed_mcts,True,auto_finalized,210.38,13463,1931,650,887,11882,575,931,469,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,3,2,45.163199999999996,18,1.0,1,0.00216231,C,c1,1,15394
label_formatter_001,C_c1_mixed_mcts,True,auto_finalized,135.98,38360,2754,1271,1621,37089,1133,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,6,5,39.501765182199996,18,1.0,1,0.004447609999999999,C,c1,1,41114
median_window_001,C_c1_mixed_mcts,True,auto_finalized,59.56,8393,555,602,418,7791,137,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,4,3,43.808304,18,1.0,1,0.00100274,C,c1,1,8948
milestone_rollup_001,C_c1_mixed_mcts,True,auto_finalized,65.99,10872,699,650,455,10222,244,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,5,4,42.49405487999999,18,1.0,1,0.00125658,C,c1,1,11571
nested_app_001,C_c1_mixed_mcts,False,reviewer_rejected,334.95,94326,3131,734,439,91499,2080,2093,612,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,20,11,0.0,18,1.0555555555555556,2,0.00895697,C,c1,0,97457
owner_recap_001,C_c1_mixed_mcts,True,auto_finalized,123.13,29538,2075,848,578,28690,1497,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,9,8,36.05219453413401,18,1.0,1,0.0031883600000000003,C,c1,1,31613
owner_sort_001,C_c1_mixed_mcts,True,auto_finalized,56.44,8303,456,613,320,7690,136,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,4,3,43.808304,18,1.0,1,0.00093723,C,c1,1,8759
priority_snapshot_001,C_c1_mixed_mcts,True,auto_finalized,80.91,19208,1084,679,505,18529,579,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,5,4,42.49405487999999,18,1.0,1,0.00204929,C,c1,1,20292
renewal_preview_001,C_c1_mixed_mcts,True,auto_finalized,136.06,7478,1334,715,698,5675,188,1088,448,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,3,2,45.163199999999996,18,1.0,1,0.0014646899999999998,C,c1,1,8812
risk_score_001,C_c1_mixed_mcts,True,auto_finalized,56.71,8547,493,610,332,7937,161,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,4,3,43.808304,18,1.0,1,0.00097074,C,c1,1,9040
shipment_preview_001,C_c1_mixed_mcts,False,reviewer_rejected,185.48,74753,2282,778,523,72212,1199,1763,560,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,20,6,3.887202689668667,18,1.0555555555555556,2,0.007143630000000001,C,c1,0,77035
simple_mean_bug_001,C_c1_mixed_mcts,True,auto_finalized,52.8,8885,370,641,244,8244,126,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,4,3,43.808304,18,1.0,1,0.00093735,C,c1,1,9255
status_slug_001,C_c1_mixed_mcts,True,auto_finalized,57.9,8079,431,608,284,7471,147,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,4,3,43.808304,18,1.0,1,0.00090044,C,c1,1,8510
team_digest_001,C_c1_mixed_mcts,True,auto_finalized,79.79,22576,926,641,365,21935,561,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,7,6,38.31671222673399,18,1.0,1,0.00222703,C,c1,1,23502
workspace_digest_001,C_c1_mixed_mcts,True,auto_finalized,115.47,22815,2054,863,464,21952,1590,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,5,4,42.49405487999999,18,1.0,1,0.0026092100000000003,C,c1,1,24869
assignee_board_001,C_c2_mixed_mcts,False,reviewer_rejected,271.59,134290,2835,655,377,131738,1728,1897,730,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,21,15,0.0,18,1.1111111111111112,2,0.012069880000000002,C,c2,0,137125
campaign_header_001,C_c2_mixed_mcts,False,reviewer_rejected,251.13,145219,3514,635,687,142603,2293,1981,534,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,21,10,8.11166539584421,18,1.1111111111111112,2,0.01317528,C,c2,0,148733
comment_highlight_001,C_c2_mixed_mcts,True,auto_finalized,64.76,11570,699,658,511,10912,188,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,5,4,42.49405487999999,18,1.0,1,0.0013308999999999999,C,c2,1,12269
dispatch_preview_001,C_c2_mixed_mcts,False,reviewer_rejected,547.41,142403,8998,639,562,139898,7639,1866,797,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,20,12,6.24458124895894,18,1.0555555555555556,2,0.01452191,C,c2,0,151401
fee_rounding_001,C_c2_mixed_mcts,True,auto_finalized,66.34,8012,809,596,644,7416,165,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,4,3,43.808304,18,1.0,1,0.00111528,C,c2,1,8821
headline_api_001,C_c2_mixed_mcts,False,reviewer_rejected,310.34,97552,3515,590,459,94876,2364,2086,692,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,22,10,0.0,18,1.1666666666666667,2,0.009344000000000002,C,c2,0,101067
incident_brief_c2_001,C_c2_mixed_mcts,True,auto_finalized,68.07,8891,730,663,543,8228,187,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,4,3,43.808304,18,1.0,1,0.00113585,C,c2,1,9621
invoice_summary_001,C_c2_mixed_mcts,True,auto_finalized,61.79,9230,609,630,449,8600,160,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,4,3,43.808304,18,1.0,1,0.0010967,C,c2,1,9839
label_join_001,C_c2_mixed_mcts,True,auto_finalized,56.43,7910,532,586,379,7324,153,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,4,3,43.808304,18,1.0,1,0.00094406,C,c2,1,8442
partner_brief_001,C_c2_mixed_mcts,True,auto_finalized,98.5,13019,1741,1337,1447,11682,294,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,6,5,51.52404154199999,18,1.0,1,0.00208563,C,c2,1,14760
profile_preview_001,C_c2_mixed_mcts,False,reviewer_rejected,233.98,71338,3113,1378,1453,68201,915,1759,745,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,19,18,0.0,18,1.0,1,0.00750163,C,c2,0,74451
queue_digest_001,C_c2_mixed_mcts,True,auto_finalized,78.65,12722,1109,656,836,12066,273,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,4,3,43.808304,18,1.0,1,0.0016417200000000002,C,c2,1,13831
ratio_guard_001,C_c2_mixed_mcts,True,auto_finalized,118.32,37903,2058,1209,1380,36694,678,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,10,7,33.93527948080745,18,1.125,2,0.00413471,C,c2,1,39961
renewal_banner_001,C_c2_mixed_mcts,True,auto_finalized,139.21,6956,1307,629,601,5403,257,924,449,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,3,2,45.163199999999996,18,1.0,1,0.00136715,C,c2,1,8263
retry_slot_001,C_c2_mixed_mcts,True,auto_finalized,121.8,36369,2236,1211,1432,35158,804,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,7,5,39.501765182199996,18,1.2,2,0.00407861,C,c2,1,38605
shipment_digest_001,C_c2_mixed_mcts,True,auto_finalized,64.06,11281,648,657,472,10624,176,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,5,4,42.49405487999999,18,1.0,1,0.00128095,C,c2,1,11929
sprint_rollup_001,C_c2_mixed_mcts,True,auto_finalized,76.68,8665,1155,649,964,8016,191,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,4,3,43.808304,18,1.0,1,0.0013705100000000001,C,c2,1,9820
tag_visibility_001,C_c2_mixed_mcts,True,auto_finalized,62.44,7943,688,584,539,7359,149,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,4,3,43.808304,18,1.0,1,0.00104144,C,c2,1,8631
timeline_caption_001,C_c2_mixed_mcts,False,reviewer_rejected,234.22,84334,2193,637,543,82021,1112,1676,538,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,19,18,0.0,18,1.0,1,0.00786859,C,c2,0,86527
window_center_001,C_c2_mixed_mcts,True,auto_finalized,60.82,8096,534,588,381,7508,153,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,4,3,43.808304,18,1.0,1,0.00096028,C,c2,1,8630
alert_subject_001,C_c3_mixed_mcts,False,reviewer_rejected,243.21,69972,2578,620,590,67780,1175,1572,813,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,21,16,1.8427609603880564,18,1.1111111111111112,2,0.006922,C,c3,0,72550
backlog_health_medium_c3_001,C_c3_mixed_mcts,True,auto_finalized,59.47,13369,675,670,400,12699,275,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,5,4,42.49405487999999,18,1.0,1,0.00143342,C,c3,1,14044
c3_banner_trim_001,C_c3_mixed_mcts,True,auto_finalized,52.65,7938,506,588,309,7350,197,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,4,3,43.808304,18,1.0,1,0.00091676,C,c3,1,8444
c3_clamp_floor_001,C_c3_mixed_mcts,True,auto_finalized,54.67,7961,631,596,503,7365,128,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,4,3,43.808304,18,1.0,1,0.00101624,C,c3,1,8592
c3_csv_count_001,C_c3_mixed_mcts,True,auto_finalized,52.22,7911,469,593,332,7318,137,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,4,3,43.808304,18,1.0,1,0.0009119500000000001,C,c3,1,8380
c3_eta_label_001,C_c3_mixed_mcts,True,auto_finalized,53.97,7918,552,585,383,7333,169,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,4,3,43.808304,18,1.0,1,0.00095151,C,c3,1,8470
c3_initials_join_001,C_c3_mixed_mcts,False,reviewer_rejected,276.61,95253,3909,593,510,91724,1802,2936,1597,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,23,11,0.0,18,1.2222222222222223,2,0.00963603,C,c3,0,99162
c3_slug_tail_001,C_c3_mixed_mcts,True,auto_finalized,53.61,8019,575,591,430,7428,145,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,4,3,43.808304,18,1.0,1,0.00098149,C,c3,1,8594
c3_title_case_001,C_c3_mixed_mcts,True,auto_finalized,147.12,79755,2545,593,353,79162,2192,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,17,10,26.54726856821741,18,1.0666666666666667,2,0.00724747,C,c3,1,82300
escalation_caption_001,C_c3_mixed_mcts,False,reviewer_rejected,489.98,145470,9768,621,605,142532,8481,2317,682,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,19,18,0.0,18,1.0,1,0.01499014,C,c3,0,155238
invoice_alerts_medium_c3_001,C_c3_mixed_mcts,True,auto_finalized,66.26,17683,870,671,433,17012,437,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,5,4,42.49405487999999,18,1.0,1,0.0018437700000000002,C,c3,1,18553
ledger_preview_001,C_c3_mixed_mcts,True,auto_finalized,59.81,10128,702,622,449,9506,253,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,5,4,53.1175686,18,1.0,1,0.00119402,C,c3,1,10830
oncall_brief_medium_c3_001,C_c3_mixed_mcts,True,auto_finalized,72.77,18300,1097,672,596,17628,501,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,5,4,42.49405487999999,18,1.0,1,0.00200892,C,c3,1,19397
quota_snapshot_medium_c3_001,C_c3_mixed_mcts,True,auto_finalized,61.69,11109,755,672,471,10437,284,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,5,4,42.49405487999999,18,1.0,1,0.00129788,C,c3,1,11864
release_notes_medium_c3_001,C_c3_mixed_mcts,True,auto_finalized,59.43,11240,745,666,473,10574,272,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,5,4,42.49405487999999,18,1.0,1,0.00130578,C,c3,1,11985
roster_signature_001,C_c3_mixed_mcts,False,reviewer_rejected,178.79,77599,2824,627,591,75244,1703,1728,530,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,21,4,0.8852928099999999,18,1.1111111111111112,2,0.0075222100000000005,C,c3,0,80423
segment_badge_001,C_c3_mixed_mcts,True,auto_finalized,85.51,43961,1205,619,493,43342,712,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,14,13,40.38162540993448,18,1.0,1,0.00405537,C,c3,1,45166
ticket_digest_medium_c3_001,C_c3_mixed_mcts,True,auto_finalized,60.66,11336,728,674,445,10662,283,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,5,4,42.49405487999999,18,1.0,1,0.0013003,C,c3,1,12064
transfer_digest_001,C_c3_mixed_mcts,False,reviewer_rejected,384.05,123726,5595,621,597,120872,4257,2233,741,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,20,11,0.0,18,1.0555555555555556,2,0.012092620000000002,C,c3,0,129321
uptime_rollup_medium_c3_001,C_c3_mixed_mcts,True,auto_finalized,89.35,11969,1706,1379,1420,10590,286,0,0,0,0,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,5,4,42.49405487999999,18,1.0,1,0.00198613,C,c3,1,13675
board_rollup_001,D_c1_mixed_value,True,auto_finalized,78.94,16246,759,723,445,15523,314,0,0,1127,118,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,4,3,92.5,18,1.0,1,0.00182841,D,c1,1,17005
budget_snapshot_001,D_c1_mixed_value,False,reviewer_rejected,345.45,106215,3535,766,582,103209,1851,2240,1102,10715,982,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,21,13,0.0,18,1.1111111111111112,2,0.01136846,D,c1,0,109750
contact_card_001,D_c1_mixed_value,False,reviewer_rejected,345.43,21759,2477,1365,1547,18852,411,1542,519,1765,257,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,6,5,0.0,18,1.0,1,0.0035120499999999996,D,c1,0,24236
digest_preview_001,D_c1_mixed_value,False,reviewer_rejected,536.39,140930,4266,816,926,137575,2594,2539,746,9421,957,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,20,15,0.0,18,1.0555555555555556,2,0.01426041,D,c1,0,145196
incident_brief_001,D_c1_mixed_value,True,auto_finalized,299.78,13742,1675,1690,1404,12052,271,0,0,1517,196,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,5,4,0.0,18,1.0,1,0.00231218,D,c1,1,15417
invoice_footer_001,D_c1_mixed_value,False,reviewer_rejected,859.88,162253,5225,650,780,159411,3663,2192,782,9475,1094,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,22,11,0.0,18,1.1666666666666667,2,0.01620634,D,c1,0,167478
label_formatter_001,D_c1_mixed_value,True,auto_finalized,164.5,42320,1789,623,815,41697,974,0,0,2711,311,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,8,7,0.0,18,1.0,1,0.0044948900000000005,D,c1,1,44109
median_window_001,D_c1_mixed_value,True,auto_finalized,73.16,8413,578,602,441,7811,137,0,0,1091,148,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,4,3,100.0,18,1.0,1,0.00114686,D,c1,1,8991
milestone_rollup_001,D_c1_mixed_value,True,auto_finalized,87.03,11072,692,650,448,10422,244,0,0,1429,180,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,5,4,92.5,18,1.0,1,0.0014331,D,c1,1,11764
nested_app_001,D_c1_mixed_value,True,auto_finalized,96.01,14061,785,734,499,13327,286,0,0,1695,233,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,6,5,100.0,18,1.0,1,0.00175658,D,c1,1,14846
owner_recap_001,D_c1_mixed_value,True,auto_finalized,150.09,29332,935,848,460,28484,475,0,0,2934,378,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,9,8,0.0,18,1.0,1,0.0031554800000000004,D,c1,1,30267
owner_sort_001,D_c1_mixed_value,True,auto_finalized,86.64,14588,552,613,317,13975,235,0,0,1198,119,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,4,3,100.0,18,1.0,1,0.00159511,D,c1,1,15140
priority_snapshot_001,D_c1_mixed_value,False,,2.87,0,0,0,0,0,0,0,0,0,0,,,,0,0,0.0,0,0.0,0,0.0,D,c1,0,0
renewal_preview_001,D_c1_mixed_value,True,auto_finalized,239.52,7485,1239,715,723,5648,188,1122,328,924,97,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,3,2,92.5,18,1.0,1,0.0015117099999999997,D,c1,1,8724
risk_score_001,D_c1_mixed_value,True,auto_finalized,82.75,15455,744,610,389,14845,355,0,0,1143,154,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,4,3,100.0,18,1.0,1,0.00174646,D,c1,1,16199
shipment_preview_001,D_c1_mixed_value,False,reviewer_rejected,323.77,72931,2372,778,556,70489,807,1664,1009,5473,798,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,openai/openai/gpt-oss-120b,19,18,100.0,18,1.0,1,0.007831659999999999,D,c1,0,75303
simple_mean_bug_001,D_c1_mixed_value,True,auto_finalized,72.44,8901,380,641,253,8260,127,0,0,1087,137,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,4,3,100.0,18,1.0,1,0.00106963,D,c1,1,9281
status_slug_001,D_c1_mixed_value,True,auto_finalized,69.1,8091,450,608,303,7483,147,0,0,1124,159,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,4,3,75.0,18,1.0,1,0.00104724,D,c1,1,8541
team_digest_001,D_c1_mixed_value,True,auto_finalized,112.1,22729,979,641,416,22088,563,0,0,2464,307,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,7,6,100.0,18,1.0,1,0.00255351,D,c1,1,23708
workspace_digest_001,D_c1_mixed_value,True,auto_finalized,78.6,17334,651,863,423,16471,228,0,0,1811,216,openai/Qwen/Qwen3-VL-30B-A3B-Instruct,openai/openai/gpt-oss-120b,,6,5,0.0,18,1.0,1,0.00197013,D,c1,1,17985
